survey_id,Item,Response
R_8AFf7FAcnepU6H3,p10,1
R_6rRLptjHISkztwV,p01,7
R_6rRLptjHISkztwV,p02,7
R_6rRLptjHISkztwV,p03,7
R_6rRLptjHISkztwV,p04,7
R_6rRLptjHISkztwV,p05,7
R_6rRLptjHISkztwV,p06,7
R_6rRLptjHISkztwV,p07,7
R_6rRLptjHISkztwV,p08,7
R_6rRLptjHISkztwV,p09,7
R_6rRLptjHISkztwV,p10,7
R_bpfifyYkiUsJVDD,p01,2
R_bpfifyYkiUsJVDD,p02,5
R_bpfifyYkiUsJVDD,p03,2
R_bpfifyYkiUsJVDD,p04,1
R_bpfifyYkiUsJVDD,p05,7
R_bpfifyYkiUsJVDD,p06,5
R_bpfifyYkiUsJVDD,p07,1
R_bpfifyYkiUsJVDD,p08,2
R_bpfifyYkiUsJVDD,p09,2
R_bpfifyYkiUsJVDD,p10,4
R_4OyERXvDL74ddop,p01,4
R_4OyERXvDL74ddop,p02,4
R_4OyERXvDL74ddop,p03,5
R_4OyERXvDL74ddop,p04,3
R_4OyERXvDL74ddop,p05,6
R_4OyERXvDL74ddop,p06,3
R_4OyERXvDL74ddop,p07,2
R_4OyERXvDL74ddop,p08,1
R_4OyERXvDL74ddop,p09,3
R_4OyERXvDL74ddop,p10,4
R_1HQfRGd0nVWwADj,p01,7
R_1HQfRGd0nVWwADj,p02,5
R_1HQfRGd0nVWwADj,p03,6
R_1HQfRGd0nVWwADj,p04,3
R_1HQfRGd0nVWwADj,p05,7
R_1HQfRGd0nVWwADj,p06,5
R_1HQfRGd0nVWwADj,p07,4
R_1HQfRGd0nVWwADj,p08,4
R_1HQfRGd0nVWwADj,p09,3
R_1HQfRGd0nVWwADj,p10,5
R_bvYi8stJiE1xbcV,p01,7
R_bvYi8stJiE1xbcV,p02,7
R_bvYi8stJiE1xbcV,p03,7
R_bvYi8stJiE1xbcV,p04,7
R_bvYi8stJiE1xbcV,p05,7
R_bvYi8stJiE1xbcV,p06,6
R_bvYi8stJiE1xbcV,p07,6
R_bvYi8stJiE1xbcV,p08,7
R_bvYi8stJiE1xbcV,p09,7
R_bvYi8stJiE1xbcV,p10,7
R_d6XPeEDlLZPUT1H,p01,7
R_d6XPeEDlLZPUT1H,p02,7
R_d6XPeEDlLZPUT1H,p03,4
R_d6XPeEDlLZPUT1H,p04,7
R_d6XPeEDlLZPUT1H,p05,7
R_d6XPeEDlLZPUT1H,p06,4
R_d6XPeEDlLZPUT1H,p07,4
R_d6XPeEDlLZPUT1H,p08,4
R_d6XPeEDlLZPUT1H,p09,4
R_d6XPeEDlLZPUT1H,p10,4
R_1XJ4gFwuxUQJnVj,p01,7
R_1XJ4gFwuxUQJnVj,p02,7
R_1XJ4gFwuxUQJnVj,p03,7
R_1XJ4gFwuxUQJnVj,p04,7
R_1XJ4gFwuxUQJnVj,p05,7
R_1XJ4gFwuxUQJnVj,p06,5
R_1XJ4gFwuxUQJnVj,p07,2
R_1XJ4gFwuxUQJnVj,p08,5
R_1XJ4gFwuxUQJnVj,p09,3
R_1XJ4gFwuxUQJnVj,p10,5
R_bfHvHHZn8FsPUVv,p01,4
R_bfHvHHZn8FsPUVv,p02,4
R_bfHvHHZn8FsPUVv,p03,4
R_bfHvHHZn8FsPUVv,p04,4
R_bfHvHHZn8FsPUVv,p05,4
R_bfHvHHZn8FsPUVv,p06,4
R_bfHvHHZn8FsPUVv,p07,4
R_bfHvHHZn8FsPUVv,p08,4
R_bfHvHHZn8FsPUVv,p09,4
R_bfHvHHZn8FsPUVv,p10,4
R_ebKHaTJXjbMrHrn,p01,7
R_ebKHaTJXjbMrHrn,p02,5
R_ebKHaTJXjbMrHrn,p03,7
R_ebKHaTJXjbMrHrn,p04,7
R_ebKHaTJXjbMrHrn,p05,7
R_ebKHaTJXjbMrHrn,p06,7
R_ebKHaTJXjbMrHrn,p07,7
R_ebKHaTJXjbMrHrn,p08,2
R_ebKHaTJXjbMrHrn,p09,7
R_ebKHaTJXjbMrHrn,p10,2
R_6kQFL74VpkzT06F,p01,7
R_6kQFL74VpkzT06F,p02,7
R_6kQFL74VpkzT06F,p03,7
R_6kQFL74VpkzT06F,p04,7
R_6kQFL74VpkzT06F,p05,7
R_6kQFL74VpkzT06F,p06,6
R_6kQFL74VpkzT06F,p07,6
R_6kQFL74VpkzT06F,p08,7
R_6kQFL74VpkzT06F,p09,7
R_6kQFL74VpkzT06F,p10,7
R_aWZt8fXvLYAauhf,p01,6
R_aWZt8fXvLYAauhf,p02,6
R_aWZt8fXvLYAauhf,p03,5
R_aWZt8fXvLYAauhf,p04,7
R_aWZt8fXvLYAauhf,p05,1
R_aWZt8fXvLYAauhf,p06,6
R_aWZt8fXvLYAauhf,p07,4
R_aWZt8fXvLYAauhf,p08,6
R_aWZt8fXvLYAauhf,p09,4
R_aWZt8fXvLYAauhf,p10,5
R_bDZU9gAQzZvtasZ,p01,7
R_bDZU9gAQzZvtasZ,p02,2
R_bDZU9gAQzZvtasZ,p03,7
R_bDZU9gAQzZvtasZ,p04,7
R_bDZU9gAQzZvtasZ,p05,7
R_bDZU9gAQzZvtasZ,p06,6
R_bDZU9gAQzZvtasZ,p07,6
R_bDZU9gAQzZvtasZ,p08,5
R_bDZU9gAQzZvtasZ,p09,2
R_bDZU9gAQzZvtasZ,p10,2
R_2srJjTbJJi20QwB,p01,1
R_2srJjTbJJi20QwB,p02,2
R_2srJjTbJJi20QwB,p03,7
R_2srJjTbJJi20QwB,p04,1
R_2srJjTbJJi20QwB,p05,1
R_2srJjTbJJi20QwB,p06,4
R_2srJjTbJJi20QwB,p07,4
R_2srJjTbJJi20QwB,p08,3
R_2srJjTbJJi20QwB,p09,4
R_2srJjTbJJi20QwB,p10,2
R_cJjgv8WYAfgr9Rj,p01,6
R_cJjgv8WYAfgr9Rj,p02,5
R_cJjgv8WYAfgr9Rj,p03,4
R_cJjgv8WYAfgr9Rj,p04,4
R_cJjgv8WYAfgr9Rj,p05,4
R_cJjgv8WYAfgr9Rj,p06,4
R_cJjgv8WYAfgr9Rj,p07,4
R_cJjgv8WYAfgr9Rj,p08,5
R_cJjgv8WYAfgr9Rj,p09,4
R_cJjgv8WYAfgr9Rj,p10,4
R_0obv5dWLCC96QwB,p01,7
R_0obv5dWLCC96QwB,p02,7
R_0obv5dWLCC96QwB,p03,7
R_0obv5dWLCC96QwB,p04,7
R_0obv5dWLCC96QwB,p05,7
R_0obv5dWLCC96QwB,p06,4
R_0obv5dWLCC96QwB,p07,4
R_0obv5dWLCC96QwB,p08,4
R_0obv5dWLCC96QwB,p09,4
R_0obv5dWLCC96QwB,p10,7
R_d1pRTWTIxFd9WUR,p01,4
R_d1pRTWTIxFd9WUR,p02,4
R_d1pRTWTIxFd9WUR,p03,3
R_d1pRTWTIxFd9WUR,p04,3
R_d1pRTWTIxFd9WUR,p05,2
R_d1pRTWTIxFd9WUR,p06,3
R_d1pRTWTIxFd9WUR,p07,3
R_d1pRTWTIxFd9WUR,p08,2
R_d1pRTWTIxFd9WUR,p09,3
R_d1pRTWTIxFd9WUR,p10,4
R_eV9IhrrtXupmG5n,p01,7
R_eV9IhrrtXupmG5n,p02,5
R_eV9IhrrtXupmG5n,p03,6
R_eV9IhrrtXupmG5n,p04,6
R_eV9IhrrtXupmG5n,p05,7
R_eV9IhrrtXupmG5n,p06,7
R_eV9IhrrtXupmG5n,p07,4
R_eV9IhrrtXupmG5n,p08,6
R_eV9IhrrtXupmG5n,p09,5
R_eV9IhrrtXupmG5n,p10,6
R_77K3bgPETdsYBUN,p01,7
R_77K3bgPETdsYBUN,p02,7
R_77K3bgPETdsYBUN,p03,6
R_77K3bgPETdsYBUN,p04,7
R_77K3bgPETdsYBUN,p05,7
R_77K3bgPETdsYBUN,p06,5
R_77K3bgPETdsYBUN,p07,5
R_77K3bgPETdsYBUN,p08,7
R_77K3bgPETdsYBUN,p09,5
R_77K3bgPETdsYBUN,p10,5
R_cVcNukMX93mCCK9,p01,7
R_cVcNukMX93mCCK9,p02,7
R_cVcNukMX93mCCK9,p03,7
R_cVcNukMX93mCCK9,p04,7
R_cVcNukMX93mCCK9,p05,7
R_cVcNukMX93mCCK9,p06,6
R_cVcNukMX93mCCK9,p07,6
R_cVcNukMX93mCCK9,p08,7
R_cVcNukMX93mCCK9,p09,6
R_cVcNukMX93mCCK9,p10,6
R_2rzlBIdPEusTWYt,p01,7
R_2rzlBIdPEusTWYt,p02,6
R_2rzlBIdPEusTWYt,p03,5
R_2rzlBIdPEusTWYt,p04,6
R_2rzlBIdPEusTWYt,p05,7
R_2rzlBIdPEusTWYt,p06,4
R_2rzlBIdPEusTWYt,p07,4
R_2rzlBIdPEusTWYt,p08,6
R_2rzlBIdPEusTWYt,p09,4
R_2rzlBIdPEusTWYt,p10,4
R_8hUDoqEXpwsXFt3,p01,7
R_8hUDoqEXpwsXFt3,p02,7
R_8hUDoqEXpwsXFt3,p03,7
R_8hUDoqEXpwsXFt3,p04,7
R_8hUDoqEXpwsXFt3,p05,7
R_8hUDoqEXpwsXFt3,p06,7
R_8hUDoqEXpwsXFt3,p07,2
R_8hUDoqEXpwsXFt3,p08,7
R_8hUDoqEXpwsXFt3,p09,7
R_8hUDoqEXpwsXFt3,p10,6
R_9FQZAq2OSi576AJ,p01,7
R_9FQZAq2OSi576AJ,p02,7
R_9FQZAq2OSi576AJ,p03,7
R_9FQZAq2OSi576AJ,p04,7
R_9FQZAq2OSi576AJ,p05,7
R_9FQZAq2OSi576AJ,p06,4
R_9FQZAq2OSi576AJ,p07,3
R_9FQZAq2OSi576AJ,p08,6
R_9FQZAq2OSi576AJ,p09,4
R_9FQZAq2OSi576AJ,p10,6
R_cUgmhCsMXzBS6C9,p01,7
R_cUgmhCsMXzBS6C9,p02,7
R_cUgmhCsMXzBS6C9,p03,7
R_cUgmhCsMXzBS6C9,p04,7
R_cUgmhCsMXzBS6C9,p05,7
R_cUgmhCsMXzBS6C9,p06,7
R_cUgmhCsMXzBS6C9,p07,7
R_cUgmhCsMXzBS6C9,p08,7
R_cUgmhCsMXzBS6C9,p09,7
R_cUgmhCsMXzBS6C9,p10,7
R_6inkyKEW7qNGhMN,p01,7
R_6inkyKEW7qNGhMN,p02,7
R_6inkyKEW7qNGhMN,p03,7
R_6inkyKEW7qNGhMN,p04,7
R_6inkyKEW7qNGhMN,p05,7
R_6inkyKEW7qNGhMN,p06,7
R_6inkyKEW7qNGhMN,p07,7
R_6inkyKEW7qNGhMN,p08,7
R_6inkyKEW7qNGhMN,p09,7
R_6inkyKEW7qNGhMN,p10,7
R_5BhNy4k3DtZVKgl,p01,7
R_5BhNy4k3DtZVKgl,p02,5
R_5BhNy4k3DtZVKgl,p03,6
R_5BhNy4k3DtZVKgl,p04,7
R_5BhNy4k3DtZVKgl,p05,5
R_5BhNy4k3DtZVKgl,p06,5
R_5BhNy4k3DtZVKgl,p07,4
R_5BhNy4k3DtZVKgl,p08,6
R_5BhNy4k3DtZVKgl,p09,4
R_5BhNy4k3DtZVKgl,p10,3
R_6GnCJG0hB7TEOep,p01,4
R_6GnCJG0hB7TEOep,p02,5
R_6GnCJG0hB7TEOep,p03,5
R_6GnCJG0hB7TEOep,p04,6
R_6GnCJG0hB7TEOep,p05,6
R_6GnCJG0hB7TEOep,p06,3
R_6GnCJG0hB7TEOep,p07,2
R_6GnCJG0hB7TEOep,p08,4
R_6GnCJG0hB7TEOep,p09,2
R_6GnCJG0hB7TEOep,p10,2
R_87gXsnFfltUhSXr,p01,3
R_87gXsnFfltUhSXr,p02,4
R_87gXsnFfltUhSXr,p03,5
R_87gXsnFfltUhSXr,p04,6
R_87gXsnFfltUhSXr,p05,5
R_87gXsnFfltUhSXr,p06,4
R_87gXsnFfltUhSXr,p07,4
R_87gXsnFfltUhSXr,p08,5
R_87gXsnFfltUhSXr,p09,2
R_87gXsnFfltUhSXr,p10,3
R_9QzpVORAEwX6zhH,p01,7
R_9QzpVORAEwX6zhH,p02,7
R_9QzpVORAEwX6zhH,p03,7
R_9QzpVORAEwX6zhH,p04,7
R_9QzpVORAEwX6zhH,p05,7
R_9QzpVORAEwX6zhH,p06,7
R_9QzpVORAEwX6zhH,p07,7
R_9QzpVORAEwX6zhH,p08,7
R_9QzpVORAEwX6zhH,p09,7
R_9QzpVORAEwX6zhH,p10,7
R_cByUffBPN24Ghrn,p01,7
R_cByUffBPN24Ghrn,p02,6
R_cByUffBPN24Ghrn,p03,7
R_cByUffBPN24Ghrn,p04,7
R_cByUffBPN24Ghrn,p05,7
R_cByUffBPN24Ghrn,p06,5
R_cByUffBPN24Ghrn,p07,4
R_cByUffBPN24Ghrn,p08,4
R_cByUffBPN24Ghrn,p09,4
R_cByUffBPN24Ghrn,p10,5
R_1yR43O7k5rHnHQV,p01,1
R_1yR43O7k5rHnHQV,p02,1
R_1yR43O7k5rHnHQV,p03,4
R_1yR43O7k5rHnHQV,p04,1
R_1yR43O7k5rHnHQV,p05,1
R_1yR43O7k5rHnHQV,p06,4
R_1yR43O7k5rHnHQV,p07,1
R_1yR43O7k5rHnHQV,p08,1
R_1yR43O7k5rHnHQV,p09,4
R_1yR43O7k5rHnHQV,p10,1
R_etk5hcryAnUFRtz,p01,7
R_etk5hcryAnUFRtz,p02,7
R_etk5hcryAnUFRtz,p03,7
R_etk5hcryAnUFRtz,p04,7
R_etk5hcryAnUFRtz,p05,7
R_etk5hcryAnUFRtz,p06,2
R_etk5hcryAnUFRtz,p07,2
R_etk5hcryAnUFRtz,p08,3
R_etk5hcryAnUFRtz,p09,2
R_etk5hcryAnUFRtz,p10,1
R_8CcmF0AvEKQo4kJ,p01,7
R_8CcmF0AvEKQo4kJ,p02,7
R_8CcmF0AvEKQo4kJ,p03,7
R_8CcmF0AvEKQo4kJ,p04,7
R_8CcmF0AvEKQo4kJ,p05,7
R_8CcmF0AvEKQo4kJ,p06,4
R_8CcmF0AvEKQo4kJ,p07,4
R_8CcmF0AvEKQo4kJ,p08,4
R_8CcmF0AvEKQo4kJ,p09,4
R_8CcmF0AvEKQo4kJ,p10,4
R_6J8GVgWTFjpCMZf,p01,6
R_6J8GVgWTFjpCMZf,p02,4
R_6J8GVgWTFjpCMZf,p03,4
R_6J8GVgWTFjpCMZf,p04,4
R_6J8GVgWTFjpCMZf,p05,4
R_6J8GVgWTFjpCMZf,p06,1
R_6J8GVgWTFjpCMZf,p07,1
R_6J8GVgWTFjpCMZf,p08,4
R_6J8GVgWTFjpCMZf,p09,1
R_6J8GVgWTFjpCMZf,p10,1
R_8v5HySrY2ytDgSF,p01,6
R_8v5HySrY2ytDgSF,p02,3
R_8v5HySrY2ytDgSF,p03,4
R_8v5HySrY2ytDgSF,p04,7
R_8v5HySrY2ytDgSF,p05,7
R_8v5HySrY2ytDgSF,p06,2
R_8v5HySrY2ytDgSF,p07,2
R_8v5HySrY2ytDgSF,p08,7
R_8v5HySrY2ytDgSF,p09,1
R_8v5HySrY2ytDgSF,p10,2
R_1MufunByUbzR74p,p01,7
R_1MufunByUbzR74p,p02,7
R_1MufunByUbzR74p,p03,7
R_1MufunByUbzR74p,p04,7
R_1MufunByUbzR74p,p05,7
R_1MufunByUbzR74p,p06,7
R_1MufunByUbzR74p,p07,7
R_1MufunByUbzR74p,p08,7
R_1MufunByUbzR74p,p09,7
R_1MufunByUbzR74p,p10,7
R_8bISLu9SripBKMl,p01,7
R_8bISLu9SripBKMl,p02,7
R_8bISLu9SripBKMl,p03,7
R_8bISLu9SripBKMl,p04,7
R_8bISLu9SripBKMl,p05,7
R_8bISLu9SripBKMl,p06,4
R_8bISLu9SripBKMl,p07,4
R_8bISLu9SripBKMl,p08,4
R_8bISLu9SripBKMl,p09,4
R_8bISLu9SripBKMl,p10,4
R_8HsQCDba2o3QWCF,p01,7
R_8HsQCDba2o3QWCF,p02,7
R_8HsQCDba2o3QWCF,p03,7
R_8HsQCDba2o3QWCF,p04,7
R_8HsQCDba2o3QWCF,p05,7
R_8HsQCDba2o3QWCF,p06,4
R_8HsQCDba2o3QWCF,p07,4
R_8HsQCDba2o3QWCF,p08,6
R_8HsQCDba2o3QWCF,p09,4
R_8HsQCDba2o3QWCF,p10,4
R_2mLaBECS2fDUI5v,p01,7
R_2mLaBECS2fDUI5v,p02,7
R_2mLaBECS2fDUI5v,p03,7
R_2mLaBECS2fDUI5v,p04,7
R_2mLaBECS2fDUI5v,p05,7
R_2mLaBECS2fDUI5v,p06,5
R_2mLaBECS2fDUI5v,p07,4
R_2mLaBECS2fDUI5v,p08,2
R_2mLaBECS2fDUI5v,p09,4
R_2mLaBECS2fDUI5v,p10,2
R_42ZgNAK0bHDrRqZ,p01,3
R_42ZgNAK0bHDrRqZ,p02,4
R_42ZgNAK0bHDrRqZ,p03,4
R_42ZgNAK0bHDrRqZ,p04,4
R_42ZgNAK0bHDrRqZ,p05,4
R_42ZgNAK0bHDrRqZ,p06,7
R_42ZgNAK0bHDrRqZ,p07,1
R_42ZgNAK0bHDrRqZ,p08,1
R_42ZgNAK0bHDrRqZ,p09,1
R_42ZgNAK0bHDrRqZ,p10,7
R_dj99tdfpkgnHClf,p01,7
R_dj99tdfpkgnHClf,p02,6
R_dj99tdfpkgnHClf,p03,6
R_dj99tdfpkgnHClf,p04,6
R_dj99tdfpkgnHClf,p05,7
R_dj99tdfpkgnHClf,p06,6
R_dj99tdfpkgnHClf,p07,6
R_dj99tdfpkgnHClf,p08,6
R_dj99tdfpkgnHClf,p09,6
R_dj99tdfpkgnHClf,p10,6
R_baagaKwQaVB4G8J,p01,7
R_baagaKwQaVB4G8J,p02,7
R_baagaKwQaVB4G8J,p03,7
R_baagaKwQaVB4G8J,p04,7
R_baagaKwQaVB4G8J,p05,7
R_baagaKwQaVB4G8J,p06,6
R_baagaKwQaVB4G8J,p07,4
R_baagaKwQaVB4G8J,p08,7
R_baagaKwQaVB4G8J,p09,4
R_baagaKwQaVB4G8J,p10,5
R_b1R79XD2BfjZ7Dv,p01,7
R_b1R79XD2BfjZ7Dv,p02,7
R_b1R79XD2BfjZ7Dv,p03,7
R_b1R79XD2BfjZ7Dv,p04,7
R_b1R79XD2BfjZ7Dv,p05,7
R_b1R79XD2BfjZ7Dv,p06,5
R_b1R79XD2BfjZ7Dv,p07,5
R_b1R79XD2BfjZ7Dv,p08,7
R_b1R79XD2BfjZ7Dv,p09,5
R_b1R79XD2BfjZ7Dv,p10,6
R_9Sldip5IRRY7N1H,p01,2
R_9Sldip5IRRY7N1H,p02,3
R_9Sldip5IRRY7N1H,p03,5
R_9Sldip5IRRY7N1H,p04,5
R_9Sldip5IRRY7N1H,p05,6
R_9Sldip5IRRY7N1H,p06,7
R_9Sldip5IRRY7N1H,p07,3
R_9Sldip5IRRY7N1H,p08,4
R_9Sldip5IRRY7N1H,p09,1
R_9Sldip5IRRY7N1H,p10,2
R_efaATT0wvRBROrX,p01,3
R_efaATT0wvRBROrX,p02,3
R_efaATT0wvRBROrX,p03,6
R_efaATT0wvRBROrX,p04,7
R_efaATT0wvRBROrX,p05,7
R_efaATT0wvRBROrX,p06,3
R_efaATT0wvRBROrX,p07,2
R_efaATT0wvRBROrX,p08,4
R_efaATT0wvRBROrX,p09,2
R_efaATT0wvRBROrX,p10,5
R_0fiw9NjMUcnyXat,p01,3
R_0fiw9NjMUcnyXat,p02,2
R_0fiw9NjMUcnyXat,p03,2
R_0fiw9NjMUcnyXat,p04,2
R_0fiw9NjMUcnyXat,p05,2
R_0fiw9NjMUcnyXat,p06,2
R_0fiw9NjMUcnyXat,p07,2
R_0fiw9NjMUcnyXat,p08,2
R_0fiw9NjMUcnyXat,p09,2
R_0fiw9NjMUcnyXat,p10,2
R_3z4x4kkj7FollFr,p01,7
R_3z4x4kkj7FollFr,p02,4
R_3z4x4kkj7FollFr,p03,4
R_3z4x4kkj7FollFr,p04,7
R_3z4x4kkj7FollFr,p05,7
R_3z4x4kkj7FollFr,p06,5
R_3z4x4kkj7FollFr,p07,6
R_3z4x4kkj7FollFr,p08,6
R_3z4x4kkj7FollFr,p09,4
R_3z4x4kkj7FollFr,p10,4
R_d0Z8PMemA59EnOJ,p01,1
R_d0Z8PMemA59EnOJ,p02,1
R_d0Z8PMemA59EnOJ,p03,1
R_d0Z8PMemA59EnOJ,p04,1
R_d0Z8PMemA59EnOJ,p05,1
R_d0Z8PMemA59EnOJ,p06,5
R_d0Z8PMemA59EnOJ,p07,1
R_d0Z8PMemA59EnOJ,p08,1
R_d0Z8PMemA59EnOJ,p09,1
R_d0Z8PMemA59EnOJ,p10,1
R_6FooFC8wzCqFxD7,p01,5
R_6FooFC8wzCqFxD7,p02,4
R_6FooFC8wzCqFxD7,p03,5
R_6FooFC8wzCqFxD7,p04,6
R_6FooFC8wzCqFxD7,p05,6
R_6FooFC8wzCqFxD7,p06,4
R_6FooFC8wzCqFxD7,p07,4
R_6FooFC8wzCqFxD7,p08,4
R_6FooFC8wzCqFxD7,p09,3
R_6FooFC8wzCqFxD7,p10,4
R_089ITqfJ8KWmDRP,p01,7
R_089ITqfJ8KWmDRP,p02,7
R_089ITqfJ8KWmDRP,p03,7
R_089ITqfJ8KWmDRP,p04,7
R_089ITqfJ8KWmDRP,p05,7
R_089ITqfJ8KWmDRP,p06,4
R_089ITqfJ8KWmDRP,p07,2
R_089ITqfJ8KWmDRP,p08,1
R_089ITqfJ8KWmDRP,p09,4
R_089ITqfJ8KWmDRP,p10,4
R_4Yge6acdg4jaKEd,p01,7
R_4Yge6acdg4jaKEd,p02,7
R_4Yge6acdg4jaKEd,p03,7
R_4Yge6acdg4jaKEd,p04,7
R_4Yge6acdg4jaKEd,p05,1
R_4Yge6acdg4jaKEd,p06,7
R_4Yge6acdg4jaKEd,p07,5
R_4Yge6acdg4jaKEd,p08,6
R_4Yge6acdg4jaKEd,p09,4
R_4Yge6acdg4jaKEd,p10,7
R_2tcf6mYC2NdV7Ex,p01,7
R_2tcf6mYC2NdV7Ex,p02,7
R_2tcf6mYC2NdV7Ex,p03,4
R_2tcf6mYC2NdV7Ex,p04,7
R_2tcf6mYC2NdV7Ex,p05,7
R_2tcf6mYC2NdV7Ex,p06,2
R_2tcf6mYC2NdV7Ex,p07,5
R_2tcf6mYC2NdV7Ex,p08,5
R_2tcf6mYC2NdV7Ex,p09,1
R_2tcf6mYC2NdV7Ex,p10,5
R_0HATfOTLsRhgVNz,p01,7
R_0HATfOTLsRhgVNz,p02,7
R_0HATfOTLsRhgVNz,p03,6
R_0HATfOTLsRhgVNz,p04,7
R_0HATfOTLsRhgVNz,p05,7
R_0HATfOTLsRhgVNz,p06,1
R_0HATfOTLsRhgVNz,p07,4
R_0HATfOTLsRhgVNz,p08,3
R_0HATfOTLsRhgVNz,p09,1
R_0HATfOTLsRhgVNz,p10,4
R_b26EKYQOcZlLpE9,p01,7
R_b26EKYQOcZlLpE9,p02,4
R_b26EKYQOcZlLpE9,p03,7
R_b26EKYQOcZlLpE9,p04,7
R_b26EKYQOcZlLpE9,p05,7
R_b26EKYQOcZlLpE9,p06,4
R_b26EKYQOcZlLpE9,p07,4
R_b26EKYQOcZlLpE9,p08,4
R_b26EKYQOcZlLpE9,p09,4
R_b26EKYQOcZlLpE9,p10,4
R_cZIQpU7FgmTi5j7,p01,7
R_cZIQpU7FgmTi5j7,p02,6
R_cZIQpU7FgmTi5j7,p03,7
R_cZIQpU7FgmTi5j7,p04,7
R_cZIQpU7FgmTi5j7,p05,7
R_cZIQpU7FgmTi5j7,p06,5
R_cZIQpU7FgmTi5j7,p07,4
R_cZIQpU7FgmTi5j7,p08,6
R_cZIQpU7FgmTi5j7,p09,6
R_cZIQpU7FgmTi5j7,p10,6
R_a3jRbInJYQ2zVL7,p01,7
R_a3jRbInJYQ2zVL7,p02,6
R_a3jRbInJYQ2zVL7,p03,3
R_a3jRbInJYQ2zVL7,p04,5
R_a3jRbInJYQ2zVL7,p05,7
R_a3jRbInJYQ2zVL7,p06,1
R_a3jRbInJYQ2zVL7,p07,1
R_a3jRbInJYQ2zVL7,p08,2
R_a3jRbInJYQ2zVL7,p09,1
R_a3jRbInJYQ2zVL7,p10,2
R_6hEXx2XbHjUnSMR,p01,2
R_6hEXx2XbHjUnSMR,p02,6
R_6hEXx2XbHjUnSMR,p03,6
R_6hEXx2XbHjUnSMR,p04,6
R_6hEXx2XbHjUnSMR,p05,7
R_6hEXx2XbHjUnSMR,p06,5
R_6hEXx2XbHjUnSMR,p07,4
R_6hEXx2XbHjUnSMR,p08,4
R_6hEXx2XbHjUnSMR,p09,4
R_6hEXx2XbHjUnSMR,p10,5
R_dj34KrmHiqlR6fP,p01,7
R_dj34KrmHiqlR6fP,p02,6
R_dj34KrmHiqlR6fP,p03,6
R_dj34KrmHiqlR6fP,p04,5
R_dj34KrmHiqlR6fP,p05,7
R_dj34KrmHiqlR6fP,p06,5
R_dj34KrmHiqlR6fP,p07,4
R_dj34KrmHiqlR6fP,p08,5
R_dj34KrmHiqlR6fP,p09,4
R_dj34KrmHiqlR6fP,p10,5
R_4SeH9onzVJdReEB,p01,5
R_4SeH9onzVJdReEB,p02,5
R_4SeH9onzVJdReEB,p03,5
R_4SeH9onzVJdReEB,p04,5
R_4SeH9onzVJdReEB,p05,6
R_4SeH9onzVJdReEB,p06,6
R_4SeH9onzVJdReEB,p07,2
R_4SeH9onzVJdReEB,p08,4
R_4SeH9onzVJdReEB,p09,4
R_4SeH9onzVJdReEB,p10,3
R_5asP3dL6Haug7Xf,p01,7
R_5asP3dL6Haug7Xf,p02,7
R_5asP3dL6Haug7Xf,p03,7
R_5asP3dL6Haug7Xf,p04,7
R_5asP3dL6Haug7Xf,p05,7
R_5asP3dL6Haug7Xf,p06,4
R_5asP3dL6Haug7Xf,p07,4
R_5asP3dL6Haug7Xf,p08,4
R_5asP3dL6Haug7Xf,p09,4
R_5asP3dL6Haug7Xf,p10,4
R_e9E4TysuSTONd3L,p01,7
R_e9E4TysuSTONd3L,p02,7
R_e9E4TysuSTONd3L,p03,7
R_e9E4TysuSTONd3L,p04,7
R_e9E4TysuSTONd3L,p05,7
R_e9E4TysuSTONd3L,p06,7
R_e9E4TysuSTONd3L,p07,7
R_e9E4TysuSTONd3L,p08,7
R_e9E4TysuSTONd3L,p09,7
R_e9E4TysuSTONd3L,p10,7
R_eWZxDEAEt3lrN0V,p01,7
R_eWZxDEAEt3lrN0V,p02,7
R_eWZxDEAEt3lrN0V,p03,4
R_eWZxDEAEt3lrN0V,p04,7
R_eWZxDEAEt3lrN0V,p05,6
R_eWZxDEAEt3lrN0V,p06,4
R_eWZxDEAEt3lrN0V,p07,4
R_eWZxDEAEt3lrN0V,p08,7
R_eWZxDEAEt3lrN0V,p09,4
R_eWZxDEAEt3lrN0V,p10,4
R_cOTIGk4JF9Obknb,p01,7
R_cOTIGk4JF9Obknb,p02,7
R_cOTIGk4JF9Obknb,p03,5
R_cOTIGk4JF9Obknb,p04,7
R_cOTIGk4JF9Obknb,p05,7
R_cOTIGk4JF9Obknb,p06,4
R_cOTIGk4JF9Obknb,p07,6
R_cOTIGk4JF9Obknb,p08,5
R_cOTIGk4JF9Obknb,p09,5
R_cOTIGk4JF9Obknb,p10,5
R_79bMoEssk6M2NTf,p01,7
R_79bMoEssk6M2NTf,p02,7
R_79bMoEssk6M2NTf,p03,7
R_79bMoEssk6M2NTf,p04,7
R_79bMoEssk6M2NTf,p05,7
R_79bMoEssk6M2NTf,p06,5
R_79bMoEssk6M2NTf,p07,3
R_79bMoEssk6M2NTf,p08,7
R_79bMoEssk6M2NTf,p09,5
R_79bMoEssk6M2NTf,p10,7
R_38e51doHDPLBNg9,p01,5
R_38e51doHDPLBNg9,p02,5
R_38e51doHDPLBNg9,p03,5
R_38e51doHDPLBNg9,p04,5
